,S1.point,S2.point,S3.point,sigma,lambda,gamma
935,7,11,7,0.375,0.1,0.5125
936,7,12,0,0.3375,10.7,0.4625
937,7,12,1,0.3375,0.75,0.4625
938,7,12,2,0.3375,1.55,0.4625
939,7,12,3,0.3375,2.025,0.4625
940,7,12,4,0.3375,3.175,0.4625
941,7,12,5,0.3375,4.6,0.4625
942,7,12,6,0.3375,7.275,0.4625
943,7,12,7,0.3375,0.1,0.4625
944,7,13,0,0.2875,10.725,0.4125
945,7,13,1,0.2875,0.7000000000000001,0.4125
946,7,13,2,0.2875,1.55,0.4125
947,7,13,3,0.2875,2.05,0.4125
948,7,13,4,0.2875,3.25,0.4125
949,7,13,5,0.2875,4.699999999999999,0.4125
950,7,13,6,0.2875,7.4,0.4125
951,7,13,7,0.2875,0.1,0.4125
952,7,14,0,1.225,10.75,1.25
953,7,14,1,1.7125,1.3750000000000002,1.5
954,7,14,2,1.7000000000000002,1.975,1.4874999999999998
955,7,14,3,1.7125,3.325,1.5
956,7,14,4,1.7125,4.1,1.5
957,7,14,5,1.7125,6.275,1.5
958,7,14,6,1.7125,8.4,1.5
959,7,14,7,1.7125,0.475,1.5
960,8,0,0,0.1375,10.85,0.30000000000000004
961,8,0,1,0.1375,0.7000000000000001,0.30000000000000004
962,8,0,2,0.1375,1.625,0.30000000000000004
963,8,0,3,0.1375,2.15,0.30000000000000004
964,8,0,4,0.1375,3.5,0.30000000000000004
965,8,0,5,0.1375,5.074999999999999,0.30000000000000004
966,8,0,6,0.1375,7.9,0.30000000000000004
967,8,0,7,0.1375,0.07500000000000001,0.30000000000000004
968,8,1,0,0.85,10.675,1.0499999999999998
969,8,1,1,0.85,0.875,1.0499999999999998
970,8,1,2,0.85,1.575,1.0499999999999998
971,8,1,3,0.85,2.0,1.0499999999999998
972,8,1,4,0.85,2.975,1.0499999999999998
973,8,1,5,0.85,4.2,1.0499999999999998
974,8,1,6,0.85,7.074999999999999,1.0499999999999998
975,8,1,7,0.85,0.15000000000000002,1.0499999999999998
976,8,2,0,0.7875,10.625,0.9874999999999999
977,8,2,1,0.7875,0.85,0.9874999999999999
978,8,2,2,0.7875,1.5499999999999998,0.9874999999999999
979,8,2,3,0.7875,2.0,0.9874999999999999
980,8,2,4,0.7875,2.95,0.9874999999999999
981,8,2,5,0.7875,4.2,0.9874999999999999
982,8,2,6,0.7875,7.050000000000001,0.9874999999999999
983,8,2,7,0.7875,0.15000000000000002,0.9874999999999999
984,8,3,0,0.725,10.6,0.95
985,8,3,1,0.725,0.825,0.95
986,8,3,2,0.725,1.5499999999999998,0.95
987,8,3,3,0.725,1.975,0.95
988,8,3,4,0.725,2.9749999999999996,0.95
989,8,3,5,0.725,4.2,0.95
990,8,3,6,0.725,7.0,0.95
991,8,3,7,0.725,0.125,0.95
992,8,4,0,0.6875,10.575,0.9
993,8,4,1,0.6875,0.825,0.9
994,8,4,2,0.6875,1.5499999999999998,0.9
995,8,4,3,0.6875,1.975,0.9
996,8,4,4,0.6875,2.9749999999999996,0.9
997,8,4,5,0.6875,4.225,0.9
998,8,4,6,0.6875,6.975,0.9
999,8,4,7,0.6875,0.125,0.9
1000,8,5,0,0.625,10.575,0.85
1001,8,5,1,0.625,0.8,0.85
1002,8,5,2,0.625,1.5499999999999998,0.85
1003,8,5,3,0.625,2.0,0.85
1004,8,5,4,0.625,2.975,0.85
1005,8,5,5,0.625,4.25,0.85
1006,8,5,6,0.625,6.949999999999999,0.85
1007,8,5,7,0.625,0.125,0.85
1008,8,6,0,0.5874999999999999,10.575,0.8125
1009,8,6,1,0.5874999999999999,0.7750000000000001,0.8125
1010,8,6,2,0.5874999999999999,1.5499999999999998,0.8125
1011,8,6,3,0.5874999999999999,1.975,0.8125
1012,8,6,4,0.5874999999999999,2.975,0.8125
1013,8,6,5,0.5874999999999999,4.275,0.8125
1014,8,6,6,0.5874999999999999,6.975,0.8125
1015,8,6,7,0.5874999999999999,0.125,0.8125
1016,8,7,0,0.55,10.575,0.775
1017,8,7,1,0.55,0.7750000000000001,0.775
1018,8,7,2,0.55,1.5499999999999998,0.775
1019,8,7,3,0.55,1.975,0.775
1020,8,7,4,0.55,3.0,0.775
1021,8,7,5,0.55,4.3,0.775
1022,8,7,6,0.55,7.0,0.775
1023,8,7,7,0.55,0.1,0.775
1024,8,8,0,0.5,10.6,0.7125
1025,8,8,1,0.5,0.7750000000000001,0.7125
1026,8,8,2,0.5,1.525,0.7125
1027,8,8,3,0.5,1.975,0.7125
1028,8,8,4,0.5,3.025,0.7125
1029,8,8,5,0.5,4.35,0.7125
1030,8,8,6,0.5,7.025,0.7125
1031,8,8,7,0.5,0.1,0.7125
1032,8,9,0,0.4375,10.625,0.6625
1033,8,9,1,0.4375,0.75,0.6625
1034,8,9,2,0.4375,1.55,0.6625
1035,8,9,3,0.4375,1.975,0.6625
1036,8,9,4,0.4375,3.075,0.6625
1037,8,9,5,0.4375,4.425,0.6625
1038,8,9,6,0.4375,7.1,0.6625
1039,8,9,7,0.4375,0.1,0.6625
1040,8,10,0,0.3875,10.65,0.6125
1041,8,10,1,0.3875,0.75,0.6125
1042,8,10,2,0.3875,1.55,0.6125
1043,8,10,3,0.3875,2.025,0.6125
1044,8,10,4,0.3875,3.1,0.6125
1045,8,10,5,0.3875,4.5,0.6125
1046,8,10,6,0.3875,7.175000000000001,0.6125
1047,8,10,7,0.3875,0.1,0.6125
1048,8,11,0,0.35,10.675,0.55
1049,8,11,1,0.35,0.75,0.55
1050,8,11,2,0.35,1.55,0.55
1051,8,11,3,0.35,2.025,0.55
1052,8,11,4,0.35,3.175,0.55
1053,8,11,5,0.35,4.575,0.55
1054,8,11,6,0.35,7.25,0.55
1055,8,11,7,0.35,0.1,0.55
1056,8,12,0,0.30000000000000004,10.725,0.5
1057,8,12,1,0.30000000000000004,0.7000000000000001,0.5
1058,8,12,2,0.30000000000000004,1.55,0.5
1059,8,12,3,0.30000000000000004,2.05,0.5
1060,8,12,4,0.30000000000000004,3.225,0.5
1061,8,12,5,0.30000000000000004,4.675,0.5
1062,8,12,6,0.30000000000000004,7.35,0.5
1063,8,12,7,0.30000000000000004,0.1,0.5
1064,8,13,0,0.25,10.775,0.44999999999999996
1065,8,13,1,0.25,0.7000000000000001,0.44999999999999996
1066,8,13,2,0.25,1.5750000000000002,0.44999999999999996
1067,8,13,3,0.25,2.05,0.44999999999999996
1068,8,13,4,0.25,3.275,0.44999999999999996
1069,8,13,5,0.25,4.775,0.44999999999999996
1070,8,13,6,0.25,7.475,0.44999999999999996
1071,8,13,7,0.25,0.07500000000000001,0.44999999999999996
1072,8,14,0,1.2,10.7,1.325
1073,8,14,1,1.6875,1.3750000000000002,1.5750000000000002
1074,8,14,2,1.675,1.975,1.5625
1075,8,14,3,1.6875,3.325,1.5750000000000002
1076,8,14,4,1.6875,4.075,1.5750000000000002
1077,8,14,5,1.6875,6.275,1.5750000000000002
1078,8,14,6,1.6875,8.4,1.5750000000000002
1079,8,14,7,1.6875,0.475,1.5750000000000002
1080,9,0,0,0.125,10.9,0.3625
1081,9,0,1,0.125,0.7000000000000001,0.3625
1082,9,0,2,0.125,1.625,0.3625
1083,9,0,3,0.125,2.15,0.3625
1084,9,0,4,0.125,3.5250000000000004,0.3625
1085,9,0,5,0.125,5.1,0.3625
1086,9,0,6,0.125,7.925000000000001,0.3625
1087,9,0,7,0.125,0.07500000000000001,0.3625
1088,9,1,0,0.7749999999999999,10.6,1.1
1089,9,1,1,0.7749999999999999,0.85,1.1
1090,9,1,2,0.7749999999999999,1.5499999999999998,1.1
1091,9,1,3,0.7749999999999999,2.0,1.1
1092,9,1,4,0.7749999999999999,2.9749999999999996,1.1
1093,9,1,5,0.7749999999999999,4.2,1.1
1094,9,1,6,0.7749999999999999,7.050000000000001,1.1
1095,9,1,7,0.7749999999999999,0.15000000000000002,1.1
1096,9,2,0,0.7250000000000001,10.6,1.0375
1097,9,2,1,0.7250000000000001,0.825,1.0375
1098,9,2,2,0.7250000000000001,1.5499999999999998,1.0375
1099,9,2,3,0.7250000000000001,1.975,1.0375
1100,9,2,4,0.7250000000000001,2.9749999999999996,1.0375
1101,9,2,5,0.7250000000000001,4.2,1.0375
1102,9,2,6,0.7250000000000001,7.0,1.0375
1103,9,2,7,0.7250000000000001,0.125,1.0375
1104,9,3,0,0.6625,10.575,1.0
1105,9,3,1,0.6625,0.825,1.0
1106,9,3,2,0.6625,1.5499999999999998,1.0
1107,9,3,3,0.6625,1.975,1.0
1108,9,3,4,0.6625,3.0,1.0
1109,9,3,5,0.6625,4.25,1.0
1110,9,3,6,0.6625,6.975,1.0
1111,9,3,7,0.6625,0.125,1.0
1112,9,4,0,0.6375,10.575,0.95
1113,9,4,1,0.6375,0.825,0.95
1114,9,4,2,0.6375,1.5499999999999998,0.95
1115,9,4,3,0.6375,1.975,0.95
1116,9,4,4,0.6375,2.975,0.95
1117,9,4,5,0.6375,4.25,0.95
1118,9,4,6,0.6375,6.975,0.95
1119,9,4,7,0.6375,0.125,0.95
1120,9,5,0,0.5875,10.575,0.9125
1121,9,5,1,0.5875,0.7750000000000001,0.9125
1122,9,5,2,0.5875,1.5499999999999998,0.9125
1123,9,5,3,0.5875,2.0,0.9125
1124,9,5,4,0.5875,3.0,0.9125
1125,9,5,5,0.5875,4.3,0.9125
1126,9,5,6,0.5875,6.975,0.9125
1127,9,5,7,0.5875,0.125,0.9125
1128,9,6,0,0.55,10.575,0.8625
1129,9,6,1,0.55,0.7750000000000001,0.8625
1130,9,6,2,0.55,1.5499999999999998,0.8625
1131,9,6,3,0.55,1.975,0.8625
1132,9,6,4,0.55,3.0,0.8625
1133,9,6,5,0.55,4.3,0.8625
1134,9,6,6,0.55,7.0,0.8625
1135,9,6,7,0.55,0.1,0.8625
1136,9,7,0,0.5,10.6,0.8125
1137,9,7,1,0.5,0.7750000000000001,0.8125
1138,9,7,2,0.5,1.525,0.8125
1139,9,7,3,0.5,1.975,0.8125
1140,9,7,4,0.5,3.025,0.8125
1141,9,7,5,0.5,4.35,0.8125
1142,9,7,6,0.5,7.025,0.8125
1143,9,7,7,0.5,0.1,0.8125
1144,9,8,0,0.44999999999999996,10.6,0.7625
1145,9,8,1,0.44999999999999996,0.75,0.7625
1146,9,8,2,0.44999999999999996,1.55,0.7625
1147,9,8,3,0.44999999999999996,1.975,0.7625
1148,9,8,4,0.44999999999999996,3.075,0.7625
1149,9,8,5,0.44999999999999996,4.4,0.7625
1150,9,8,6,0.44999999999999996,7.074999999999999,0.7625
1151,9,8,7,0.44999999999999996,0.1,0.7625
1152,9,9,0,0.4,10.625,0.7125
1153,9,9,1,0.4,0.75,0.7125
1154,9,9,2,0.4,1.55,0.7125
1155,9,9,3,0.4,2.025,0.7125
1156,9,9,4,0.4,3.1,0.7125
1157,9,9,5,0.4,4.5,0.7125
1158,9,9,6,0.4,7.15,0.7125
1159,9,9,7,0.4,0.1,0.7125
1160,9,10,0,0.36250000000000004,10.65,0.6625
1161,9,10,1,0.36250000000000004,0.75,0.6625
1162,9,10,2,0.36250000000000004,1.55,0.6625
1163,9,10,3,0.36250000000000004,2.025,0.6625
1164,9,10,4,0.36250000000000004,3.15,0.6625
1165,9,10,5,0.36250000000000004,4.550000000000001,0.6625
1166,9,10,6,0.36250000000000004,7.225,0.6625
1167,9,10,7,0.36250000000000004,0.1,0.6625
1168,9,11,0,0.3125,10.7,0.6
1169,9,11,1,0.3125,0.7250000000000001,0.6
1170,9,11,2,0.3125,1.55,0.6
1171,9,11,3,0.3125,2.025,0.6
1172,9,11,4,0.3125,3.225,0.6
1173,9,11,5,0.3125,4.65,0.6
1174,9,11,6,0.3125,7.325,0.6
1175,9,11,7,0.3125,0.1,0.6
1176,9,12,0,0.275,10.75,0.55
1177,9,12,1,0.275,0.7000000000000001,0.55
1178,9,12,2,0.275,1.55,0.55
1179,9,12,3,0.275,2.05,0.55
1180,9,12,4,0.275,3.25,0.55
1181,9,12,5,0.275,4.725,0.55
1182,9,12,6,0.275,7.425,0.55
1183,9,12,7,0.275,0.1,0.55
1184,9,13,0,0.225,10.825,0.5125
1185,9,13,1,0.225,0.7000000000000001,0.5125
1186,9,13,2,0.225,1.5750000000000002,0.5125
1187,9,13,3,0.225,2.075,0.5125
1188,9,13,4,0.225,3.3,0.5125
1189,9,13,5,0.225,4.825,0.5125
1190,9,13,6,0.225,7.55,0.5125
1191,9,13,7,0.225,0.07500000000000001,0.5125
1192,9,14,0,1.1625,10.65,1.4125
1193,9,14,1,1.65,1.35,1.6625
1194,9,14,2,1.6375000000000002,1.9500000000000002,1.6625
1195,9,14,3,1.65,3.325,1.6625
1196,9,14,4,1.65,4.075,1.6625
1197,9,14,5,1.65,6.275,1.6625
1198,9,14,6,1.65,8.4,1.6625
1199,9,14,7,1.65,0.475,1.6625
1200,10,0,0,0.1,11.0,0.425
1201,10,0,1,0.1,0.675,0.425
1202,10,0,2,0.1,1.625,0.425
1203,10,0,3,0.1,2.175,0.425
1204,10,0,4,0.1,3.5250000000000004,0.425
1205,10,0,5,0.1,5.15,0.425
1206,10,0,6,0.1,8.0,0.425
1207,10,0,7,0.1,0.07500000000000001,0.425
1208,10,1,0,0.7125,10.6,1.1625
1209,10,1,1,0.7125,0.825,1.1625
1210,10,1,2,0.7125,1.5499999999999998,1.1625
1211,10,1,3,0.7125,1.975,1.1625
1212,10,1,4,0.7125,2.9749999999999996,1.1625
1213,10,1,5,0.7125,4.2,1.1625
1214,10,1,6,0.7125,7.0,1.1625
1215,10,1,7,0.7125,0.125,1.1625
1216,10,2,0,0.6625,10.575,1.1
1217,10,2,1,0.6625,0.825,1.1
1218,10,2,2,0.6625,1.5499999999999998,1.1
1219,10,2,3,0.6625,1.975,1.1
1220,10,2,4,0.6625,3.0,1.1
1221,10,2,5,0.6625,4.25,1.1
1222,10,2,6,0.6625,6.975,1.1
1223,10,2,7,0.6625,0.125,1.1
1224,10,3,0,0.6125,10.575,1.0499999999999998
1225,10,3,1,0.6125,0.7750000000000001,1.0499999999999998
1226,10,3,2,0.6125,1.5499999999999998,1.0499999999999998
1227,10,3,3,0.6125,2.0,1.0499999999999998
1228,10,3,4,0.6125,2.975,1.0499999999999998
1229,10,3,5,0.6125,4.25,1.0499999999999998
1230,10,3,6,0.6125,6.949999999999999,1.0499999999999998
1231,10,3,7,0.6125,0.125,1.0499999999999998
1232,10,4,0,0.575,10.575,1.0
1233,10,4,1,0.575,0.7750000000000001,1.0
1234,10,4,2,0.575,1.5499999999999998,1.0
1235,10,4,3,0.575,1.975,1.0
1236,10,4,4,0.575,3.0,1.0
1237,10,4,5,0.575,4.3,1.0
1238,10,4,6,0.575,6.975,1.0
1239,10,4,7,0.575,0.125,1.0
1240,10,5,0,0.525,10.575,0.95
1241,10,5,1,0.525,0.7750000000000001,0.95
1242,10,5,2,0.525,1.525,0.95
1243,10,5,3,0.525,1.975,0.95
1244,10,5,4,0.525,3.025,0.95
1245,10,5,5,0.525,4.35,0.95
1246,10,5,6,0.525,7.025,0.95
1247,10,5,7,0.525,0.1,0.95
1248,10,6,0,0.4875,10.6,0.9
1249,10,6,1,0.4875,0.75,0.9
1250,10,6,2,0.4875,1.525,0.9
1251,10,6,3,0.4875,1.975,0.9
1252,10,6,4,0.4875,3.025,0.9
1253,10,6,5,0.4875,4.375,0.9
1254,10,6,6,0.4875,7.050000000000001,0.9
1255,10,6,7,0.4875,0.1,0.9
1256,10,7,0,0.44999999999999996,10.6,0.8625
1257,10,7,1,0.44999999999999996,0.75,0.8625
1258,10,7,2,0.44999999999999996,1.55,0.8625
1259,10,7,3,0.44999999999999996,1.975,0.8625
1260,10,7,4,0.44999999999999996,3.075,0.8625
1261,10,7,5,0.44999999999999996,4.4,0.8625
1262,10,7,6,0.44999999999999996,7.074999999999999,0.8625
1263,10,7,7,0.44999999999999996,0.1,0.8625
1264,10,8,0,0.4,10.625,0.8125
1265,10,8,1,0.4,0.75,0.8125
1266,10,8,2,0.4,1.55,0.8125
1267,10,8,3,0.4,2.025,0.8125
1268,10,8,4,0.4,3.1,0.8125
1269,10,8,5,0.4,4.5,0.8125
1270,10,8,6,0.4,7.15,0.8125
1271,10,8,7,0.4,0.1,0.8125
1272,10,9,0,0.35,10.675,0.75
1273,10,9,1,0.35,0.75,0.75
1274,10,9,2,0.35,1.55,0.75
1275,10,9,3,0.35,2.025,0.75
1276,10,9,4,0.35,3.175,0.75
1277,10,9,5,0.35,4.575,0.75
1278,10,9,6,0.35,7.25,0.75
1279,10,9,7,0.35,0.1,0.75
1280,10,10,0,0.3125,10.725,0.7
1281,10,10,1,0.3125,0.7250000000000001,0.7
1282,10,10,2,0.3125,1.55,0.7
1283,10,10,3,0.3125,2.05,0.7
1284,10,10,4,0.3125,3.1999999999999997,0.7
1285,10,10,5,0.3125,4.65,0.7
1286,10,10,6,0.3125,7.324999999999999,0.7
1287,10,10,7,0.3125,0.1,0.7
1288,10,11,0,0.275,10.75,0.65
1289,10,11,1,0.275,0.7000000000000001,0.65
1290,10,11,2,0.275,1.55,0.65
1291,10,11,3,0.275,2.05,0.65
1292,10,11,4,0.275,3.25,0.65
1293,10,11,5,0.275,4.725,0.65
1294,10,11,6,0.275,7.425,0.65
1295,10,11,7,0.275,0.1,0.65
1296,10,12,0,0.225,10.825,0.6
1297,10,12,1,0.225,0.7000000000000001,0.6
1298,10,12,2,0.225,1.5750000000000002,0.6
1299,10,12,3,0.225,2.075,0.6
1300,10,12,4,0.225,3.3,0.6
1301,10,12,5,0.225,4.825,0.6
1302,10,12,6,0.225,7.55,0.6
1303,10,12,7,0.225,0.07500000000000001,0.6
1304,10,13,0,0.175,10.9,0.5375
1305,10,13,1,0.175,0.7000000000000001,0.5375
1306,10,13,2,0.175,1.575,0.5375
1307,10,13,3,0.175,2.0999999999999996,0.5375
1308,10,13,4,0.175,3.375,0.5375
1309,10,13,5,0.175,4.949999999999999,0.5375
1310,10,13,6,0.175,7.699999999999999,0.5375
1311,10,13,7,0.175,0.07500000000000001,0.5375
1312,10,14,0,1.1375,10.625,1.5125000000000002
1313,10,14,1,1.625,1.35,1.7625000000000002
1314,10,14,2,1.6125,1.9500000000000002,1.7625000000000002
1315,10,14,3,1.625,3.325,1.7625000000000002
1316,10,14,4,1.625,4.05,1.7625000000000002
1317,10,14,5,1.625,6.275,1.7625000000000002
1318,10,14,6,1.625,8.4,1.7625000000000002
1319,10,14,7,1.625,0.475,1.7625000000000002
1320,11,0,0,0.0875,11.05,0.48750000000000004
1321,11,0,1,0.0875,0.675,0.48750000000000004
1322,11,0,2,0.0875,1.625,0.48750000000000004
1323,11,0,3,0.0875,2.175,0.48750000000000004
1324,11,0,4,0.0875,3.55,0.48750000000000004
1325,11,0,5,0.0875,5.199999999999999,0.48750000000000004
1326,11,0,6,0.0875,8.025,0.48750000000000004
1327,11,0,7,0.0875,0.07500000000000001,0.48750000000000004
1328,11,1,0,0.6625,10.575,1.2125
1329,11,1,1,0.6625,0.825,1.2125
1330,11,1,2,0.6625,1.5499999999999998,1.2125
1331,11,1,3,0.6625,1.975,1.2125
1332,11,1,4,0.6625,3.0,1.2125
1333,11,1,5,0.6625,4.25,1.2125
1334,11,1,6,0.6625,6.975,1.2125
1335,11,1,7,0.6625,0.125,1.2125
1336,11,2,0,0.6125,10.575,1.1625
1337,11,2,1,0.6125,0.7750000000000001,1.1625
1338,11,2,2,0.6125,1.5499999999999998,1.1625
1339,11,2,3,0.6125,2.0,1.1625
1340,11,2,4,0.6125,2.975,1.1625
1341,11,2,5,0.6125,4.25,1.1625
1342,11,2,6,0.6125,6.949999999999999,1.1625
1343,11,2,7,0.6125,0.125,1.1625
1344,11,3,0,0.5625,10.575,1.1124999999999998
1345,11,3,1,0.5625,0.7750000000000001,1.1124999999999998
1346,11,3,2,0.5625,1.5499999999999998,1.1124999999999998
1347,11,3,3,0.5625,1.975,1.1124999999999998
1348,11,3,4,0.5625,3.0,1.1124999999999998
1349,11,3,5,0.5625,4.3,1.1124999999999998
1350,11,3,6,0.5625,7.0,1.1124999999999998
1351,11,3,7,0.5625,0.125,1.1124999999999998
1352,11,4,0,0.525,10.575,1.0499999999999998
1353,11,4,1,0.525,0.7750000000000001,1.0499999999999998
1354,11,4,2,0.525,1.525,1.0499999999999998
1355,11,4,3,0.525,1.975,1.0499999999999998
1356,11,4,4,0.525,3.025,1.0499999999999998
1357,11,4,5,0.525,4.35,1.0499999999999998
1358,11,4,6,0.525,7.025,1.0499999999999998
1359,11,4,7,0.525,0.1,1.0499999999999998
1360,11,5,0,0.48750000000000004,10.6,1.0125
1361,11,5,1,0.48750000000000004,0.7750000000000001,1.0125
1362,11,5,2,0.48750000000000004,1.525,1.0125
1363,11,5,3,0.48750000000000004,1.975,1.0125
1364,11,5,4,0.48750000000000004,3.05,1.0125
1365,11,5,5,0.48750000000000004,4.375,1.0125
1366,11,5,6,0.48750000000000004,7.05,1.0125
1367,11,5,7,0.48750000000000004,0.1,1.0125
1368,11,6,0,0.44999999999999996,10.6,0.95
1369,11,6,1,0.44999999999999996,0.75,0.95
1370,11,6,2,0.44999999999999996,1.55,0.95
1371,11,6,3,0.44999999999999996,1.975,0.95
1372,11,6,4,0.44999999999999996,3.075,0.95
1373,11,6,5,0.44999999999999996,4.4,0.95
1374,11,6,6,0.44999999999999996,7.074999999999999,0.95
1375,11,6,7,0.44999999999999996,0.1,0.95
1376,11,7,0,0.4,10.625,0.9125
1377,11,7,1,0.4,0.75,0.9125
1378,11,7,2,0.4,1.55,0.9125
1379,11,7,3,0.4,2.025,0.9125
1380,11,7,4,0.4,3.1,0.9125
1381,11,7,5,0.4,4.5,0.9125
1382,11,7,6,0.4,7.15,0.9125
1383,11,7,7,0.4,0.1,0.9125
1384,11,8,0,0.35,10.675,0.8625
1385,11,8,1,0.35,0.75,0.8625
1386,11,8,2,0.35,1.55,0.8625
1387,11,8,3,0.35,2.025,0.8625
1388,11,8,4,0.35,3.175,0.8625
1389,11,8,5,0.35,4.575,0.8625
1390,11,8,6,0.35,7.25,0.8625
1391,11,8,7,0.35,0.1,0.8625
1392,11,9,0,0.3125,10.7,0.8
1393,11,9,1,0.3125,0.7250000000000001,0.8
1394,11,9,2,0.3125,1.55,0.8
1395,11,9,3,0.3125,2.025,0.8
1396,11,9,4,0.3125,3.225,0.8
1397,11,9,5,0.3125,4.65,0.8
1398,11,9,6,0.3125,7.325,0.8
1399,11,9,7,0.3125,0.1,0.8
1400,11,10,0,0.275,10.75,0.7375
1401,11,10,1,0.275,0.7000000000000001,0.7375
1402,11,10,2,0.275,1.55,0.7375
1403,11,10,3,0.275,2.05,0.7375
1404,11,10,4,0.275,3.25,0.7375
1405,11,10,5,0.275,4.725,0.7375
1406,11,10,6,0.275,7.425,0.7375
1407,11,10,7,0.275,0.1,0.7375
1408,11,11,0,0.225,10.825,0.6875
1409,11,11,1,0.225,0.7000000000000001,0.6875
1410,11,11,2,0.225,1.5750000000000002,0.6875
1411,11,11,3,0.225,2.075,0.6875
1412,11,11,4,0.225,3.3,0.6875
1413,11,11,5,0.225,4.825,0.6875
1414,11,11,6,0.225,7.55,0.6875
1415,11,11,7,0.225,0.07500000000000001,0.6875
1416,11,12,0,0.1875,10.9,0.65
1417,11,12,1,0.1875,0.7000000000000001,0.65
1418,11,12,2,0.1875,1.5750000000000002,0.65
1419,11,12,3,0.1875,2.0999999999999996,0.65
1420,11,12,4,0.1875,3.3499999999999996,0.65
1421,11,12,5,0.1875,4.9,0.65
1422,11,12,6,0.1875,7.65,0.65
1423,11,12,7,0.1875,0.07500000000000001,0.65
1424,11,13,0,0.15,10.95,0.5875
1425,11,13,1,0.15,0.7000000000000001,0.5875
1426,11,13,2,0.15,1.575,0.5875
1427,11,13,3,0.15,2.125,0.5875
1428,11,13,4,0.15,3.425,0.5875
1429,11,13,5,0.15,5.0,0.5875
1430,11,13,6,0.15,7.775,0.5875
1431,11,13,7,0.15,0.07500000000000001,0.5875
1432,11,14,0,1.1,10.6,1.6125
1433,11,14,1,1.5875,1.35,1.8625
1434,11,14,2,1.5750000000000002,1.9500000000000002,1.8625
1435,11,14,3,1.5875,3.325,1.8625
1436,11,14,4,1.5875,4.05,1.8625
1437,11,14,5,1.5875,6.275,1.8625
1438,11,14,6,1.5875,8.4,1.8625
1439,11,14,7,1.5875,0.475,1.8625
1440,12,0,0,0.4875,10.6,0.05
1441,12,0,1,0.4875,0.75,0.05
1442,12,0,2,0.4875,1.525,0.05
1443,12,0,3,0.4875,1.975,0.05
1444,12,0,4,0.4875,3.025,0.05
1445,12,0,5,0.4875,4.375,0.05
1446,12,0,6,0.4875,7.050000000000001,0.05
1447,12,0,7,0.4875,0.1,0.05
1448,12,1,0,1.4249999999999998,11.45,0.5125
1449,12,1,1,1.7000000000000002,1.25,0.33749999999999997
1450,12,1,2,1.7000000000000002,1.9249999999999998,0.33749999999999997
1451,12,1,3,1.7000000000000002,2.8499999999999996,0.33749999999999997
1452,12,1,4,1.7000000000000002,3.775,0.33749999999999997
1453,12,1,5,1.7000000000000002,5.425,0.33749999999999997
1454,12,1,6,1.7000000000000002,8.6,0.33749999999999997
1455,12,1,7,1.7000000000000002,0.35,0.33749999999999997
1456,12,2,0,1.375,11.225,0.4375
1457,12,2,1,1.5625,1.2000000000000002,0.31249999999999994
1458,12,2,2,1.5625,1.8499999999999999,0.31249999999999994
1459,12,2,3,1.5625,2.675,0.31249999999999994
1460,12,2,4,1.5625,3.575,0.31249999999999994
1461,12,2,5,1.5625,5.1,0.31249999999999994
1462,12,2,6,1.5625,8.525,0.31249999999999994
1463,12,2,7,1.5625,0.32499999999999996,0.31249999999999994
1464,12,3,0,1.35,11.125,0.35
1465,12,3,1,1.475,1.125,0.28750000000000003
1466,12,3,2,1.475,1.7999999999999998,0.28750000000000003
1467,12,3,3,1.475,2.525,0.28750000000000003
1468,12,3,4,1.475,3.45,0.28750000000000003
1469,12,3,5,1.475,4.9,0.28750000000000003
1470,12,3,6,1.475,8.5,0.28750000000000003
1471,12,3,7,1.475,0.275,0.28750000000000003
1472,12,4,0,1.3125,11.0,0.2875
1473,12,4,1,1.375,1.1,0.275
1474,12,4,2,1.375,1.75,0.275
1475,12,4,3,1.375,2.425,0.275
1476,12,4,4,1.375,3.3,0.275
1477,12,4,5,1.375,4.75,0.275
1478,12,4,6,1.375,8.475,0.275
1479,12,4,7,1.375,0.275,0.275
1480,12,5,0,1.275,10.875,0.25
1481,12,5,1,1.2875,1.0499999999999998,0.25
1482,12,5,2,1.2875,1.7000000000000002,0.25
1483,12,5,3,1.2875,2.35,0.25
1484,12,5,4,1.2875,3.225,0.25
1485,12,5,5,1.2875,4.6,0.25
1486,12,5,6,1.2875,8.45,0.25
1487,12,5,7,1.2875,0.25,0.25
1488,12,6,0,1.1875,10.825,0.22500000000000003
1489,12,6,1,1.1875,1.0,0.22500000000000003
1490,12,6,2,1.1875,1.675,0.22500000000000003
1491,12,6,3,1.1875,2.25,0.22500000000000003
1492,12,6,4,1.1875,3.0999999999999996,0.22500000000000003
1493,12,6,5,1.1875,4.475,0.22500000000000003
1494,12,6,6,1.1875,8.024999999999999,0.22500000000000003
1495,12,6,7,1.1875,0.22500000000000003,0.22500000000000003
1496,12,7,0,1.1,10.725,0.21250000000000002
1497,12,7,1,1.1,0.9749999999999999,0.21250000000000002
1498,12,7,2,1.1,1.625,0.21250000000000002
1499,12,7,3,1.1,2.175,0.21250000000000002
1500,12,7,4,1.1,3.075,0.21250000000000002
1501,12,7,5,1.1,4.375,0.21250000000000002
1502,12,7,6,1.1,7.75,0.21250000000000002
1503,12,7,7,1.1,0.2,0.21250000000000002
1504,12,8,0,1.0,10.675,0.1875
1505,12,8,1,1.0,0.95,0.1875
1506,12,8,2,1.0,1.6,0.1875
